attribute_value,ngram,count
a student,sophisticated tools,1
a student,sophistication attacker,1
a student,sophistication depending,1
a student,sophistication likely,1
a student,sophistication opportunist,1
a student,sophistication phishing,1
a student,sophistication profile,1
a student,sophistication rely,1
a student,sophistication social,1
a student,sophistication specific,1
a student,source attack,1
a student,sources emails,1
a student,sources used,1
a student,spear phishing,1
a student,specific application,1
a student,specific area,1
a student,specific document,1
a student,specific employees,1
a student,specific goal,1
a student,specific individual,1
a student,specific language,1
a student,specific motivations,1
a student,specific systems,1
a student,specific target,1
a student,spelling errors,1
a student,spelling issues,1
a student,spoofed email,1
a student,spoofing techniques,1
a student,spraying simple,1
a student,staff revealing,1
a student,staff support,1
a student,staff unfamiliar,1
a student,staff vendor,1
a student,stage student,1
a student,stages based,1
a student,stages reconnaissance,1
a student,start conducting,1
a student,started conducting,1
a student,started exploring,1
a student,starts harmless,1
a student,startup entries,1
a student,state style,1
a student,status attacker,1
a student,status certain,1
a student,status credibility,1
a student,status mischief,1
a student,status seeking,1
a student,status student,1
a student,steal copy,1
a student,steal data,1
a student,steal information,1
a student,steal sensitive,1
a student,stealing information,1
a student,stealing sensitive,1
a student,stealth student,1
a student,step social,1
a student,step step,1
a student,steps ensure,1
a student,steps reconnaissance,1
a student,steps remain,1
a student,stereotypes generalizations,1
a student,stolen compromised,1
a student,stolen user,1
a student,storage device,1
a student,storage email,1
a student,storage service,1
a student,story approach,1
a student,story posing,1
a student,strategic reliance,1
a student,strategic target,1
a student,strategic targeting,1
a student,stream personal,1
a student,strong beliefs,1
a student,strong social,1
a student,student amateur,1
a student,student attackers,1
a student,student attempts,1
a student,student basic,1
a student,student carrying,1
a student,student case,1
a student,student clear,1
a student,student coerced,1
a student,student conducting,1
a student,student crafts,1
a student,student creates,1
a student,student credentials,1
a student,student deployed,1
a student,student dissatisfied,1
a student,student downloaded,1
a student,student easy,1
a student,student establishes,1
a student,student exhibited,1
a student,student exploit,1
a student,student feel,1
a student,student feels,1
a student,student following,1
a student,student fully,1
a student,student gained,1
a student,student gathered,1
a student,student group,1
a student,student identified,1
a student,student impersonate,1
a student,student impersonated,1
a student,student important,1
a student,student influenced,1
a student,student insider,1
a student,student intended,1
a student,student intentionally,1
a student,student learning,1
a student,student legitimate,1
a student,student level,1
a student,student make,1
a student,student malicious,1
a student,student misguided,1
a student,student necessary,1
a student,student objectives,1
a student,student people,1
a student,student physically,1
a student,student plan,1
a student,student posing,1
a student,student prepare,1
a student,student pressured,1
a student,student primary,1
a student,student rely,1
a student,student seen,1
a student,student sending,1
a student,student sent,1
a student,student stolen,1
a student,student strong,1
a student,student suspect,1
a student,student taken,1
a student,student targeting,1
a student,student tech,1
a student,student technical,1
a student,student trick,1
a student,student trying,1
a student,student typically,1
a student,student understand,1
a student,student user,1
a student,student uses,1
a student,student various,1
a student,student vary,1
a student,student wanted,1
a student,student way,1
a student,student works,1
a student,students act,1
a student,students deep,1
a student,students experiment,1
a student,students interns,1
a student,students lack,1
a student,students limited,1
a student,students motivated,1
a student,students possible,1
a student,students use,1
a student,studying employee,1
a student,stuffing exploiting,1
a student,stumbled opportunity,1
a student,stumbled ransomware,1
a student,style likely,1
a student,style operator,1
a student,style opportunistic,1
a student,subject line,1
a student,succeed recognition,1
a student,successful technical,1
a student,successful tricking,1
a student,successfully breach,1
a student,successfully breaching,1
a student,suggests attacker,1
a student,suggests likely,1
a student,suggests motivation,1
a student,suggests potential,1
a student,suggests threat,1
a student,suit objectives,1
a student,supervisors curiosity,1
a student,support company,1
a student,support hr,1
a student,support staff,1
a student,support team,1
a student,support technician,1
a student,surfing reused,1
a student,survive reboots,1
a student,suspect based,1
a student,suspected insider,1
a student,suspected involved,1
a student,suspected launching,1
a student,suspected ransomware,1
a student,suspicious links,1
a student,suspicious testing,1
a student,sympathy lower,1
a student,systems accounts,1
a student,systems alternatively,1
a student,systems change,1
a student,systems curiosity,1
a student,systems encrypting,1
a student,systems exploit,1
a student,systems exploitation,1
a student,systems exploiting,1
a student,systems gain,1
a student,systems grades,1
a student,systems know,1
a student,systems known,1
a student,systems limited,1
a student,systems making,1
a student,systems potential,1
a student,systems proper,1
a student,systems publicly,1
a student,systems reconnaissance,1
a student,systems records,1
a student,systems remains,1
a student,systems security,1
a student,systems student,1
a student,systems unrelated,1
a student,systems work,1
a student,tactics creating,1
a student,tactics exploit,1
a student,tactics rely,1
a student,tactics social,1
a student,tactics student,1
a student,tactics successful,1
a student,tactics targeting,1
a student,tactics trick,1
a student,tactics weaponization,1
a student,tailgating student,1
a student,tailored attack,1
a student,tailored specific,1
a student,taken measures,1
a student,target employees,1
a student,target organizations,1
a student,target peers,1
a student,target perceived,1
a student,target preparation,1
a student,target school,1
a student,target specific,1
a student,target succeed,1
a student,target taking,1
a student,targeted attack,1
a student,targeted employee,1
a student,targeted financially,1
a student,targeted spear,1
a student,targeted specific,1
a student,targeting access,1
a student,targeting employees,1
a student,targeting human,1
a student,targeting organization,1
a student,targeting style,1
a student,targets broad,1
a student,targets divulging,1
a student,targets organizations,1
a student,targets use,1
a student,task student,1
a student,task time,1
a student,tasks downloading,1
a student,tasks startup,1
a student,taught learned,1
a student,teacher support,1
a student,team engagement,1
a student,tech savvy,1
a student,technical ability,1
a student,technical errors,1
a student,technical knowledge,1
a student,technical methods,1
a student,technical skill,1
a student,technical sophistication,1
a student,technical support,1
a student,technician phishing,1
a student,technique use,1
a student,techniques advanced,1
a student,techniques basic,1
a student,techniques conceal,1
a student,techniques controlled,1
a student,techniques cybersecurity,1
a student,techniques deceive,1
a student,techniques easily,1
a student,techniques hide,1
a student,techniques identify,1
a student,techniques include,1
a student,techniques including,1
a student,techniques learned,1
a student,techniques like,1
a student,techniques limited,1
a student,techniques password,1
a student,techniques procedures,1
a student,techniques reconnaissance,1
a student,techniques rely,1
a student,techniques simply,1
a student,techniques tools,1
a student,techniques trying,1
a student,techniques use,1
a student,techniques used,1
a student,techniques using,1
a student,technologies techniques,1
a student,technology target,1
a student,templates creating,1
a student,templates simple,1
a student,term espionage,1
a student,term refers,1
a student,terminology likely,1
a student,test boundaries,1
a student,test technical,1
a student,testing boundaries,1
a student,testing ground,1
a student,testing simulation,1
a student,testing tools,1
a student,testing vulnerabilities,1
a student,testing waters,1
a student,text messages,1
a student,theft legal,1
a student,theft sabotage,1
a student,theft selling,1
a student,theft validate,1
a student,theft way,1
a student,themes phishing,1
a student,think believable,1
a student,thinking critically,1
a student,threat behavior,1
a student,threat cybersecurity,1
a student,threat delete,1
a student,threat involving,1
a student,threat likely,1
a student,threat low,1
a student,threat novice,1
a student,threat simulation,1
a student,threat term,1
a student,threat threat,1
a student,threatened desire,1
a student,threats promises,1
a student,threats refer,1
a student,thrill carrying,1
a student,thrill enjoying,1
a student,time payment,1
a student,time scheduled,1
a student,time sensitive,1
a student,times late,1
a student,timestamps make,1
a student,tone begins,1
a student,tone limited,1
a student,tool custom,1
a student,tool demand,1
a student,tool exploit,1
a student,tool use,1
a student,tools accessing,1
a student,tools away,1
a student,tools custom,1
a student,tools dark,1
a student,tools delivery,1
a student,tools evasion,1
a student,tools exploits,1
a student,tools gain,1
a student,tools given,1
a student,tools guess,1
a student,tools hacking,1
a student,tools harvest,1
a student,tools instead,1
a student,tools limited,1
a student,tools malware,1
a student,tools metasploit,1
a student,tools modified,1
a student,tools nois,1
a student,tools physically,1
a student,tools rely,1
a student,tools resources,1
a student,tools try,1
a student,topics student,1
a student,tor vpn,1
a student,trace source,1
a student,traceable infrastructure,1
a student,traces logs,1
a student,traces reused,1
a student,tracks avoid,1
a student,tracks deleting,1
a student,tradecraft leaving,1
a student,trading student,1
a student,trading using,1
a student,training employees,1
a student,training student,1
a student,traits lack,1
a student,transfers sensitive,1
a student,transmit data,1
a student,transmit stolen,1
a student,treatment desire,1
a student,treatment disciplinary,1
a student,treatment poor,1
a student,trick individuals,1
a student,trick peers,1
a student,trick recipient,1
a student,trick recipients,1
a student,tricking employees,1
a student,tricks employees,1
a student,trojan ransomware,1
a student,true identity,1
a student,trust attack,1
a student,trust building,1
a student,trust employee,1
a student,trust exploit,1
a student,trust familiarity,1
a student,trust individuals,1
a student,trust rapport,1
a student,trust significant,1
a student,trust urgency,1
a student,trusted sources,1
a student,trustworthy baiting,1
a student,trustworthy individual,1
a student,trustworthy pretexting,1
a student,try access,1
a student,try elevate,1
a student,try gain,1
a student,try increase,1
a student,try manipulate,1
a student,try steal,1
a student,trying different,1
a student,trying impress,1
a student,trying password,1
a student,trying skills,1
a student,trying test,1
a student,trying understand,1
a student,ttps development,1
a student,turning misconduct,1
a student,tutorials creating,1
a student,tutorials developing,1
a student,tutorials initial,1
a student,tutorials leaked,1
a student,tutorials online,1
a student,tutorials vulnerabilities,1
a student,twitter company,1
a student,type social,1
a student,typical ransomware,1
a student,typically cryptocurrency,1
a student,typically don,1
a student,typically follow,1
a student,typically lack,1
a student,typically limited,1
a student,typically use,1
a student,unauthorized environment,1
a student,unauthorized external,1
a student,unauthorized purposes,1
a student,unauthorized software,1
a student,unaware potential,1
a student,underlying technology,1
a student,understand company,1
a student,understand consequences,1
a student,understand employee,1
a student,understand network,1
a student,understand networks,1
a student,understand possible,1
a student,understand school,1
a student,understand social,1
a student,understand think,1
a student,understand ve,1
a student,understanding legal,1
a student,understanding underlying,1
a student,unethical practices,1
a student,unfamiliar security,1
a student,unfold reconnaissance,1
a student,unintended consequences,1
a student,unless personal,1
a student,unlike financially,1
a student,unpatched vulnerability,1
a student,unrelated coursework,1
a student,unrelated role,1
a student,unsecured curiosity,1
a student,unsecured password,1
a student,unsecured wi,1
a student,unsophisticated using,1
a student,unusual access,1
a student,urgency claiming,1
a student,urgency ego,1
a student,urgency entice,1
a student,urgency pressure,1
a student,urgency prompt,1
a student,urgency student,1
a student,urgency threat,1
a student,urgent access,1
a student,urgent security,1
a student,url shorteners,1
a student,urls attack,1
a student,use advanced,1
a student,use corporate,1
a student,use existing,1
a student,use fake,1
a student,use financial,1
a student,use impersonation,1
a student,use keyloggers,1
a student,use likely,1
a student,use malware,1
a student,use pre,1
a student,use public,1
a student,use simple,1
a student,use tactics,1
a student,used attacker,1
a student,used attackers,1
a student,used automated,1
a student,used build,1
a student,used craft,1
a student,used establish,1
a student,used knowledge,1
a student,used launch,1
a student,used personal,1
a student,used psychological,1
a student,used publicly,1
a student,used various,1
a student,user behavior,1
a student,user privileges,1
a student,usernames familiar,1
a student,users data,1
a student,users entering,1
a student,users revealing,1
a student,uses access,1
a student,uses email,1
a student,uses encryption,1
a student,uses simple,1
a student,uses urgency,1
a student,uses weak,1
a student,using account,1
a student,using blackmail,1
a student,using common,1
a student,using company,1
a student,using convincing,1
a student,using encryption,1
a student,using friendly,1
a student,using highly,1
a student,using knowledge,1
a student,using legitimate,1
a student,using malware,1
a student,using phishing,1
a student,using publicly,1
a student,using readily,1
a student,using specific,1
a student,using tactics,1
a student,using tor,1
a student,usually align,1
a student,usually characterized,1
a student,usually look,1
a student,usually resemble,1
a student,validate credentials,1
a student,validation peers,1
a student,value individuals,1
a student,value targets,1
a student,values hacking,1
a student,values practices,1
a student,variety motivations,1
a student,various factors,1
a student,various malicious,1
a student,various motivations,1
a student,vary depending,1
a student,vary widely,1
a student,vendor colleague,1
a student,vendor initiate,1
a student,vendor position,1
a student,vendors internal,1
a student,victim phishing,1
a student,victims carefully,1
a student,victims exploit,1
a student,violations copying,1
a student,virus trojan,1
a student,visiting company,1
a student,visiting organization,1
a student,visitor manipulation,1
a student,volumes data,1
a student,vpn hide,1
a student,vulnerabilities abusing,1
a student,vulnerabilities access,1
a student,vulnerabilities building,1
a student,vulnerabilities create,1
a student,vulnerabilities exploit,1
a student,vulnerabilities exploited,1
a student,vulnerabilities gain,1
a student,vulnerabilities include,1
a student,vulnerabilities involve,1
a student,vulnerabilities learn,1
a student,vulnerabilities limited,1
a student,vulnerabilities online,1
a student,vulnerabilities operational,1
a student,vulnerabilities opportunistic,1
a student,vulnerabilities phishing,1
a student,vulnerabilities potentially,1
a student,vulnerabilities previously,1
a student,vulnerabilities searched,1
a student,vulnerabilities started,1
a student,vulnerabilities student,1
a student,vulnerabilities unpatched,1
a student,vulnerabilities use,1
a student,vulnerabilities used,1
a student,vulnerabilities various,1
a student,vulnerability allowing,1
a student,vulnerability corporate,1
a student,vulnerability gain,1
a student,vulnerability potential,1
a student,vulnerability scanning,1
a student,vulnerability using,1
a student,vulnerable lateral,1
a student,vulnerable systems,1
a student,wanted gain,1
a student,wanting access,1
a student,wanting attention,1
a student,wanting prove,1
a student,wants test,1
a student,waters looking,1
a student,way deliver,1
a student,way exact,1
a student,ways intentional,1
a student,weak authentication,1
a student,weak controls,1
a student,weak password,1
a student,weak points,1
a student,weak remote,1
a student,weak security,1
a student,weaker professional,1
a student,weakness company,1
a student,weakness corporate,1
a student,weakness unsecured,1
a student,weaknesses unpatched,1
a student,weaponization delivery,1
a student,weaponization stage,1
a student,web configure,1
a student,web covering,1
a student,web online,1
a student,web sources,1
a student,website craft,1
a student,website public,1
a student,website publicly,1
a student,website social,1
a student,websites casual,1
a student,websites linkedin,1
a student,websites press,1
a student,websites simple,1
a student,weekends outside,1
a student,whistleblower hacktivist,1
a student,wi fi,1
a student,widely breakdown,1
a student,work desire,1
a student,work financial,1
a student,work interests,1
a student,work learning,1
a student,work necessarily,1
a student,work organization,1
a student,working hours,1
a student,workings attempt,1
a student,works impact,1
a student,works organization,1
a student,world cybersecurity,1
a student,world misuse,1
a student,world target,1
a student,written contain,1
a student,written left,1
a student,wrongdoing corruption,1
a student,wrongdoing curiosity,1
a student,wrongdoing serves,1
a student,wronged dissatisfied,1
a student,wronged organization,1
a student,years education,1
a student,متوسط sophistication,1
a software engineer,sensitive information,22
a software engineer,engineer threat,16
a software engineer,engineering tactics,16
a software engineer,insider knowledge,16
a software engineer,technical expertise,16
a software engineer,access sensitive,15
a software engineer,attacker likely,14
a software engineer,legitimate access,14
a software engineer,data exfiltration,13
a software engineer,initial access,13
a software engineer,phishing emails,13
a software engineer,systems data,13
a software engineer,unauthorized access,13
a software engineer,systems networks,12
a software engineer,technical skills,12
a software engineer,financial gain,11
a software engineer,source code,11
a software engineer,attacker use,10
a software engineer,intellectual property,10
a software engineer,security measures,10
a software engineer,software systems,10
a software engineer,target organization,10
a software engineer,code repositories,9
a software engineer,deep understanding,9
a software engineer,engineer attacker,9
a software engineer,evade detection,9
a software engineer,gain unauthorized,9
a software engineer,knowledge company,9
a software engineer,lateral movement,9
a software engineer,security controls,9
a software engineer,software development,9
a software engineer,actor software,8
a software engineer,appear legitimate,8
a software engineer,authorized access,8
a software engineer,behavior characterized,8
a software engineer,characterized follows,8
a software engineer,information target,8
a software engineer,involving software,8
a software engineer,knowledge software,8
a software engineer,malicious code,8
a software engineer,simulation software,8
a software engineer,simulation threat,8
a software engineer,technical knowledge,8
a software engineer,use social,8
a software engineer,access network,7
a software engineer,access software,7
a software engineer,actor use,7
a software engineer,avoid detection,7
a software engineer,gathering information,7
a software engineer,leaking sensitive,7
a software engineer,organization systems,7
a software engineer,potential vulnerabilities,7
a software engineer,privilege escalation,7
a software engineer,reconnaissance software,7
a software engineer,social media,7
a software engineer,use technical,7
a software engineer,access attacker,6
a software engineer,actor likely,6
a software engineer,company software,6
a software engineer,engineer suggests,6
a software engineer,engineer suspected,6
a software engineer,engineering techniques,6
a software engineer,exploit weaknesses,6
a software engineer,gain access,6
a software engineer,initial reconnaissance,6
a software engineer,publicly available,6
a software engineer,reconnaissance identify,6
a software engineer,scenario threat,6
a software engineer,scenario ve,6
a software engineer,sense urgency,6
a software engineer,sophisticated attack,6
a software engineer,understanding software,6
a software engineer,using social,6
a software engineer,ve described,6
a software engineer,vulnerabilities software,6
a software engineer,access organization,5
a software engineer,actor behaviors,5
a software engineer,actor posing,5
a software engineer,attack techniques,5
a software engineer,attack threat,5
a software engineer,behavior include,5
a software engineer,cd pipelines,5
a software engineer,ci cd,5
a software engineer,company websites,5
a software engineer,critical systems,5
a software engineer,data systems,5
a software engineer,development environments,5
a software engineer,disrupt operations,5
a software engineer,exploit vulnerabilities,5
a software engineer,exploiting vulnerabilities,5
a software engineer,follows insider,5
a software engineer,gain selling,5
a software engineer,gather information,5
a software engineer,high level,5
a software engineer,high value,5
a software engineer,leak data,5
a software engineer,likely behaviors,5
a software engineer,messages appear,5
a software engineer,organization employees,5
a software engineer,posing software,5
a software engineer,spear phishing,5
a software engineer,steal sensitive,5
a software engineer,targeted attacks,5
a software engineer,thorough reconnaissance,5
a software engineer,use advanced,5
a software engineer,use knowledge,5
a software engineer,access privileges,4
a software engineer,access source,4
a software engineer,access systems,4
a software engineer,achieve specific,4
a software engineer,actor creates,4
a software engineer,actor possess,4
a software engineer,advanced technical,4
a software engineer,background software,4
a software engineer,based information,4
a software engineer,behavior likely,4
a software engineer,behaviors include,4
a software engineer,code injection,4
a software engineer,company network,4
a software engineer,conduct thorough,4
a software engineer,convincing phishing,4
a software engineer,craft convincing,4
a software engineer,craft highly,4
a software engineer,creating fake,4
a software engineer,custom malware,4
a software engineer,customized malware,4
a software engineer,data disrupt,4
a software engineer,data way,4
a software engineer,detect mitigate,4
a software engineer,divulging sensitive,4
a software engineer,emails messages,4
a software engineer,engineer motivated,4
a software engineer,engineer turned,4
a software engineer,establish trust,4
a software engineer,exfiltrate sensitive,4
a software engineer,following characteristics,4
a software engineer,follows initial,4
a software engineer,gaining access,4
a software engineer,incident involving,4
a software engineer,include following,4
a software engineer,information performing,4
a software engineer,information personal,4
a software engineer,information provided,4
a software engineer,internal reconnaissance,4
a software engineer,internal systems,4
a software engineer,internal tools,4
a software engineer,known vulnerabilities,4
a software engineer,laterally network,4
a software engineer,likely exhibit,4
a software engineer,likely start,4
a software engineer,login credentials,4
a software engineer,login pages,4
a software engineer,maintain access,4
a software engineer,malicious activities,4
a software engineer,malicious links,4
a software engineer,manipulate employee,4
a software engineer,mapping network,4
a software engineer,organization network,4
a software engineer,phishing pretexting,4
a software engineer,security protocols,4
a software engineer,selling sensitive,4
a software engineer,software engineering,4
a software engineer,sophisticated phishing,4
a software engineer,specific individuals,4
a software engineer,specific vulnerabilities,4
a software engineer,stolen credentials,4
a software engineer,stolen weak,4
a software engineer,suggests insider,4
a software engineer,systems applications,4
a software engineer,systems software,4
a software engineer,targeted approach,4
a software engineer,technical jargon,4
a software engineer,technically skilled,4
a software engineer,techniques code,4
a software engineer,threat insider,4
a software engineer,trick employees,4
a software engineer,use legitimate,4
a software engineer,used social,4
a software engineer,using stolen,4
a software engineer,weak points,4
a software engineer,access controls,3
a software engineer,access credentials,3
a software engineer,access data,3
a software engineer,access deploy,3
a software engineer,actions compromise,3
a software engineer,actor exhibit,3
a software engineer,actor used,3
a software engineer,actor using,3
a software engineer,antivirus endpoint,3
a software engineer,api keys,3
a software engineer,architecture security,3
a software engineer,attack likely,3
a software engineer,attacker conduct,3
a software engineer,attacker uses,3
a software engineer,attempting gain,3
a software engineer,background attacker,3
a software engineer,based common,3
a software engineer,behavior described,3
a software engineer,behavior reconnaissance,3
a software engineer,behavior scenario,3
a software engineer,behavior usually,3
a software engineer,building trust,3
a software engineer,bypass security,3
a software engineer,cloud storage,3
a software engineer,company internal,3
a software engineer,compromise security,3
a software engineer,craft sophisticated,3
a software engineer,create sense,3
a software engineer,credential harvesting,3
a software engineer,credentials involve,3
a software engineer,customer data,3
a software engineer,data disrupting,3
a software engineer,data external,3
a software engineer,data intellectual,3
a software engineer,data possible,3
a software engineer,data targeted,3
a software engineer,described follows,3
a software engineer,described likely,3
a software engineer,development tools,3
a software engineer,employee role,3
a software engineer,engineer acting,3
a software engineer,engineer behavior,3
a software engineer,engineer individual,3
a software engineer,engineer insider,3
a software engineer,engineer intentionally,3
a software engineer,engineer posing,3
a software engineer,engineer suspect,3
a software engineer,engineer technical,3
a software engineer,engineer use,3
a software engineer,engineer used,3
a software engineer,engineering threat,3
a software engineer,entry points,3
a software engineer,escalate privileges,3
a software engineer,exhibit following,3
a software engineer,expertise software,3
a software engineer,exploiting trust,3
a software engineer,fake login,3
a software engineer,financial information,3
a software engineer,gain higher,3
a software engineer,gain initial,3
a software engineer,gain software,3
a software engineer,gathers information,3
a software engineer,given technical,3
a software engineer,higher level,3
a software engineer,highly convincing,3
a software engineer,identify weak,3
a software engineer,immediate action,3
a software engineer,information social,3
a software engineer,information use,3
a software engineer,insider threats,3
a software engineer,instant messaging,3
a software engineer,involve using,3
a software engineer,involved phishing,3
a software engineer,knowledge access,3
a software engineer,knowledge exploitation,3
a software engineer,leading leak,3
a software engineer,leak sensitive,3
a software engineer,legitimate tools,3
a software engineer,level technical,3
a software engineer,likely legitimate,3
a software engineer,likely strong,3
a software engineer,ll outline,3
a software engineer,malware deployment,3
a software engineer,malware designed,3
a software engineer,misuse escalation,3
a software engineer,motivated financial,3
a software engineer,motivations financial,3
a software engineer,motivations software,3
a software engineer,network architecture,3
a software engineer,network topology,3
a software engineer,operating systems,3
a software engineer,outline likely,3
a software engineer,overall threat,3
a software engineer,performing certain,3
a software engineer,personal data,3
a software engineer,personal information,3
a software engineer,phishing attack,3
a software engineer,phone calls,3
a software engineer,possible threat,3
a software engineer,privilege abuse,3
a software engineer,privilege misuse,3
a software engineer,privileges gain,3
a software engineer,production systems,3
a software engineer,property confidential,3
a software engineer,property financial,3
a software engineer,proprietary code,3
a software engineer,ransomware attacker,3
a software engineer,reconnaissance attacker,3
a software engineer,research software,3
a software engineer,research target,3
a software engineer,revealing credentials,3
a software engineer,role responsibilities,3
a software engineer,scenario software,3
a software engineer,security tools,3
a software engineer,security weaknesses,3
a software engineer,sensitive areas,3
a software engineer,sensitive systems,3
a software engineer,simulation attacker,3
a software engineer,software update,3
a software engineer,specific goal,3
a software engineer,start gathering,3
a software engineer,steal credentials,3
a software engineer,suggests threat,3
a software engineer,suit specific,3
a software engineer,suspected insider,3
a software engineer,systems access,3
a software engineer,systems code,3
a software engineer,systems security,3
a software engineer,tactics manipulate,3
a software engineer,tactics phishing,3
a software engineer,target company,3
a software engineer,targeted attack,3
a software engineer,technical skill,3
a software engineer,threat actors,3
a software engineer,trust threat,3
a software engineer,turned threat,3
a software engineer,urgency threat,3
a software engineer,use custom,3
a software engineer,use sophisticated,3
a software engineer,use tools,3
a software engineer,using legitimate,3
a software engineer,vulnerabilities company,3
a software engineer,vulnerabilities exploit,3
a software engineer,vulnerabilities use,3
a software engineer,vulnerability application,3
a software engineer,weak credentials,3
a software engineer,ability modify,2
a software engineer,abuse legitimate,2
a software engineer,abuse privileges,2
a software engineer,abuse software,2
a software engineer,access company,2
a software engineer,access create,2
a software engineer,access exploited,2
a software engineer,access points,2
a software engineer,access technical,2
a software engineer,acting threat,2
a software engineer,actor attempt,2
a software engineer,actor believed,2
a software engineer,actor profile,2
a software engineer,actor reconnaissance,2
a software engineer,actors create,2
a software engineer,advanced techniques,2
a software engineer,allowing craft,2
a software engineer,allowing laterally,2
a software engineer,analyzed based,2
a software engineer,applications scripts,2
a software engineer,architecture development,2
a software engineer,areas network,2
a software engineer,assistance project,2
a software engineer,attack carried,2
a software engineer,attack involve,2
a software engineer,attacker background,2
a software engineer,attacker create,2
a software engineer,attacker leverages,2
a software engineer,attempt exfiltrate,2
a software engineer,attempt laterally,2
a software engineer,authentication systems,2
a software engineer,automate credential,2
a software engineer,available sources,2
a software engineer,backdoors logic,2
a software engineer,behavior analyzed,2
a software engineer,behavior fictional,2
a software engineer,behavior software,2
a software engineer,behaviors case,2
a software engineer,behaviors expect,2
a software engineer,behaviors scenario,2
a software engineer,behaviors threat,2
a software engineer,breakdown possible,2
a software engineer,broad spam,2
a software engineer,build systems,2
a software engineer,build trust,2
a software engineer,capture login,2
a software engineer,carried software,2
a software engineer,carry attack,2
a software engineer,case reconnaissance,2
a software engineer,case software,2
a software engineer,cause coercion,2
a software engineer,cause harm,2
a software engineer,certain actions,2
a software engineer,characterized following,2
a software engineer,claim need,2
a software engineer,clicking malicious,2
a software engineer,code company,2
a software engineer,code development,2
a software engineer,code intellectual,2
a software engineer,code internal,2
a software engineer,code obfuscation,2
a software engineer,code snippets,2
a software engineer,code software,2
a software engineer,coercion blackmail,2
a software engineer,colleague support,2
a software engineer,combination technical,2
a software engineer,command control,2
a software engineer,common behaviors,2
a software engineer,common patterns,2
a software engineer,common security,2
a software engineer,communication channels,2
a software engineer,competitors malicious,2
a software engineer,compromise network,2
a software engineer,computer systems,2
a software engineer,conduct internal,2
a software engineer,conduct reconnaissance,2
a software engineer,conducted reconnaissance,2
a software engineer,conducting social,2
a software engineer,confidential data,2
a software engineer,confidential information,2
a software engineer,configuration files,2
a software engineer,contact employee,2
a software engineer,control c2,2
a software engineer,controls gain,2
a software engineer,convincing emails,2
a software engineer,covering tracks,2
a software engineer,create adapt,2
a software engineer,create sophisticated,2
a software engineer,creates sense,2
a software engineer,creating sense,2
a software engineer,creating urgency,2
a software engineer,credential stuffing,2
a software engineer,credentials exploit,2
a software engineer,credentials systems,2
a software engineer,credentials use,2
a software engineer,critical infrastructure,2
a software engineer,critical software,2
a software engineer,custom built,2
a software engineer,custom modified,2
a software engineer,customized ransomware,2
a software engineer,data act,2
a software engineer,data credentials,2
a software engineer,data encryption,2
a software engineer,data storage,2
a software engineer,data theft,2
a software engineer,data use,2
a software engineer,day vulnerabilities,2
a software engineer,deception tactics,2
a software engineer,deleting logs,2
a software engineer,deliver malware,2
a software engineer,deploy malicious,2
a software engineer,deploy ransomware,2
a software engineer,described threat,2
a software engineer,detection systems,2
a software engineer,develop custom,2
a software engineer,development processes,2
a software engineer,difficult detect,2
a software engineer,disable security,2
a software engineer,disrupting operations,2
a software engineer,dissatisfied job,2
a software engineer,email claim,2
a software engineer,email phone,2
a software engineer,emails appear,2
a software engineer,emails embedded,2
a software engineer,emails phone,2
a software engineer,embedded malware,2
a software engineer,employee behaviors,2
a software engineer,employee email,2
a software engineer,employee feel,2
a software engineer,employee roles,2
a software engineer,employees divulging,2
a software engineer,employees security,2
a software engineer,encryption algorithms,2
a software engineer,encryption compression,2
a software engineer,endpoint protection,2
a software engineer,engineer abuse,2
a software engineer,engineer access,2
a software engineer,engineer attempted,2
a software engineer,engineer conducting,2
a software engineer,engineer create,2
a software engineer,engineer deployed,2
a software engineer,engineer exploit,2
a software engineer,engineer exploited,2
a software engineer,engineer gain,2
a software engineer,engineer gathers,2
a software engineer,engineer initially,2
a software engineer,engineer involved,2
a software engineer,engineer leaking,2
a software engineer,engineer legitimate,2
a software engineer,engineer leverage,2
a software engineer,engineer operate,2
a software engineer,engineer organization,2
a software engineer,engineer possible,2
a software engineer,engineer targeted,2
a software engineer,engineering background,2
a software engineer,engineering exploiting,2
a software engineer,engineering insider,2
a software engineer,engineering phishing,2
a software engineer,engineering skills,2
a software engineer,exact revenge,2
a software engineer,exfiltrate data,2
a software engineer,exfiltration attacker,2
a software engineer,exfiltration engineer,2
a software engineer,exhibit certain,2
a software engineer,existing malware,2
a software engineer,existing permissions,2
a software engineer,existing vulnerabilities,2
a software engineer,expertise background,2
a software engineer,expertise likely,2
a software engineer,expertise sophistication,2
a software engineer,exploit existing,2
a software engineer,exploit known,2
a software engineer,exploitation attacker,2
a software engineer,exploitation development,2
a software engineer,exploiting known,2
a software engineer,exploiting technical,2
a software engineer,exploiting weak,2
a software engineer,external devices,2
a software engineer,feel like,2
a software engineer,fictional insider,2
a software engineer,fictional ransomware,2
a software engineer,following behaviors,2
a software engineer,follows technical,2
a software engineer,form revenge,2
a software engineer,future exploitation,2
a software engineer,gain broader,2
a software engineer,gain foothold,2
a software engineer,gain trust,2
a software engineer,gained access,2
a software engineer,given attacker,2
a software engineer,given background,2
a software engineer,harm company,2
a software engineer,hide malware,2
a software engineer,higher privileges,2
a software engineer,identify critical,2
